,Marca,Modelo,Año,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio,Link,Ubicación
700,Chevrolet,Rodeo,2000,Gasolina,5,Automática,3.2,Camioneta,NA,153000 km,46.000.000,https://carro.mercadolibre.com.co/MCO-938500256-nissan-sentra-2010-16-b13-_JM#position=29&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
701,Toyota,Land Cruiser,2014,Gasolina,5,Mecánica,4.0,Camioneta,NA,95000 km,215.000.000,https://carro.mercadolibre.com.co/MCO-938460310-nissan-tiida-2016-16-miio-_JM#position=30&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
702,Mercedes-Benz,Clase A,2018,Gasolina,5,Automática,1.6,Hatchback,NA,48500 km,90.000.000,https://carro.mercadolibre.com.co/MCO-938329123-renault-stepway-16l-at-cvt-_JM#position=31&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Corales - Pereira
703,Hyundai,Getz,2007,Gasolina,5,Mecánica,1.4,Hatchback,NA,176000 km,22.000.000,https://carro.mercadolibre.com.co/MCO-937014698-chevrolet-corsa-2005-14-active-_JM#position=32&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
704,Kia,Rio,2013,Gasolina,5,Mecánica,1.4,Hatchback,NA,121000 km,42.500.000,https://carro.mercadolibre.com.co/MCO-934576834-chevrolet-spark-gt-2014-_JM#position=33&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
705,Nissan,Patrol,1973,Gasolina,5,Mecánica,4.0,Camioneta,NA,230000 km,25.000.000,https://carro.mercadolibre.com.co/MCO-933969284-mazda-2-2016-15-grand-touring-_JM#position=34&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
706,Volkswagen,Tiguan,2012,Gasolina,5,Mecánica,2.0,Camioneta,NA,132000 km,65.000.000,https://carro.mercadolibre.com.co/MCO-933420359-mazda-2-2010-mas-info-al-wp-_JM#position=35&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
707,Suzuki,LJ,1980,Rojo,Gasolina,5,Mecánica,0.8,Camioneta,100000 km,28.000.000,https://carro.mercadolibre.com.co/MCO-930856430-chevrolet-tracker-2015-_JM#position=36&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Alamos - Pereira
708,Chevrolet,Tracker,2015,Rojo,Gasolina,5,Mecánica,1.8,Camioneta,97381 km,48.000.000,https://carro.mercadolibre.com.co/MCO-930688491-bmw-x4-2015-20-xdrive20d-xline-_JM#position=37&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
709,Nissan,Frontier,2011,Diésel,2,Automática,3.0,Pick-Up,NA,14700 km,68.500.000,https://carro.mercadolibre.com.co/MCO-928586989-chevrolet-aveo-2008-16-sd-_JM#position=38&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
710,Porsche,Cayenne,2014,Gasolina,5,Automática,4.8,Camioneta,NA,63000 km,240.000.000,https://carro.mercadolibre.com.co/MCO-927462205-chevrolet-grand-vitara-2008-16-l-_JM#position=39&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
711,Volkswagen,Gol,2013,Gasolina,5,Mecánica,1.6,Hatchback,NA,113500 km,34.000.000,https://carro.mercadolibre.com.co/MCO-925918656-hyundai-i10-2011-_JM#position=40&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Parque Industrial - Pereira
712,Nissan,March,2015,Gasolina,5,Mecánica,1.6,Hatchback,NA,54000 km,43.000.000,https://carro.mercadolibre.com.co/MCO-923019680-volkswagen-jetta-2005-20-trendline-_JM#position=41&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
713,Mazda,3,2019,Plateado,Gasolina,4,Automática,2.0,Sedán,37000 km,83.900.000,https://carro.mercadolibre.com.co/MCO-937046850-nissan-march-active-_JM#position=42&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Centro - Pereira
714,Chevrolet,Beat,2020,Blanco,Gasolina,4,Mecánica,1.2,Sedán,25500 km,42.000.000,https://carro.mercadolibre.com.co/MCO-934939334-renault-logan-2017-16-expression-_JM#position=43&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
715,Ford,Fiesta,2011,Gasolina,4,Automática,1.6,Sedán,NA,140000 km,27.700.000,https://carro.mercadolibre.com.co/MCO-933205553-nissan-tiida-2013-16-miio-_JM#position=44&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Santa Rosa De Cabal
716,Mercedes-Benz,Clase GLK,2012,Azul,Gasolina,5,Automática,3.0,Camioneta,140338 km,78.000.000,https://carro.mercadolibre.com.co/MCO-930661751-toyota-fortuner-2008-30-sr5-_JM#position=45&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Pereira
717,Chevrolet,Super carry,1997,Gasolina,5,Mecánica,1.0,Camioneta,NA,111111 km,14.500.000,https://carro.mercadolibre.com.co/MCO-929788935-volkswagen-crossfox-2015-16l-camioneta-_JM#position=46&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Dosquebradas
718,Volkswagen,T-Cross,2020,Plateado,Gasolina,5,Automática,1.6,Camioneta,44150 km,82.500.000,https://carro.mercadolibre.com.co/MCO-929090404-ford-ecosport-2011-20-l-4x2-_JM#position=47&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Santa Rosa De Cabal
719,Nissan,March,2017,Gasolina,5,Automática,1.6,Hatchback,NA,65000 km,45.000.000,https://carro.mercadolibre.com.co/MCO-928465621-chevrolet-trooper-modelo-92-std-2-_JM#position=48&search_layout=grid&type=item&tracking_id=031592be-ec0c-40ec-a9f4-ad06f019a899,Santa Rosa De Cabal
720,Chevrolet,Sonic,2018,Gasolina,5,Mecánica,1.6,Hatchback,NA,65000 km,50.000.000,https://carro.mercadolibre.com.co/MCO-927110267-chevrolet-sail-lt-_JM#position=1&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Centro - Pereira
721,Renault,Kwid,2020,Gasolina,5,Mecánica,1.0,Camioneta,NA,30800 km,49.300.000,https://carro.mercadolibre.com.co/MCO-926977278-nissan-versa-2016-16-sense-_JM#position=2&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
722,Ford,Festiva,1995,Verde,Gasolina,5,Mecánica,1.3,Hatchback,341000 km,5.000.000,https://carro.mercadolibre.com.co/MCO-924732413-mini-cooper-2013-16-r57-s-cabrio-connected-_JM#position=3&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
723,Chevrolet,Tracker,2016,Gasolina,5,Mecánica,1.8,Camioneta,NA,72500 km,55.500.000,https://carro.mercadolibre.com.co/MCO-923266922-renault-logan-2011-_JM#position=4&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Corales - Pereira
724,Chevrolet,N200,2012,Gasolina,5,Mecánica,1.2,Camioneta,NA,168000 km,26.500.000,https://carro.mercadolibre.com.co/MCO-923230393-peugeot-206-2006-14-xr-_JM#position=5&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
725,Mercedes-Benz,Clase GLA,2015,Gasolina,5,Automática,1.6,Camioneta,NA,52000 km,82.000.000,https://carro.mercadolibre.com.co/MCO-938017338-chevrolet-spark-gt-gt-12-_JM#position=6&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
726,Mazda,3,2016,Gasolina,4,Mecánica,2.0,Sedán,NA,59000 km,55.600.000,https://carro.mercadolibre.com.co/MCO-936146245-renault-logan-zen-_JM#position=7&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Santa Rosa De Cabal
727,Nissan,March,2018,Gasolina,5,Automática,1.6,Hatchback,NA,35000 km,43.000.000,https://carro.mercadolibre.com.co/MCO-930682314-kia-picanto-2018-10-66-hp-_JM#position=8&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
728,Subaru,Impreza,2011,Gasolina,5,Mecánica,1.5,Camioneta,NA,145000 km,42.000.000,https://carro.mercadolibre.com.co/MCO-935123642-nissan-march-sense-_JM#position=9&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
729,Renault,Duster,2019,Gasolina,5,Automática,2.0,Camioneta,NA,41000 km,64.000.000,https://carro.mercadolibre.com.co/MCO-939442890-toyota-fj-cruiser-fj-45-motor-40-_JM#position=10&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
730,Volkswagen,Virtus,2019,Gasolina,4,Automática,1.6,Sedán,NA,31500 km,63.500.000,https://carro.mercadolibre.com.co/MCO-938279250-mazda-2-2021-15-touring-_JM#position=11&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
731,Toyota,Prado,2006,Gasolina,5,Mecánica,2.7,Camioneta,NA,250000 km,65.500.000,https://carro.mercadolibre.com.co/MCO-938291798-suzuki-alto-2018-08-std-_JM#position=12&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
732,Renault,Stepway,2018,Gasolina,5,Mecánica,1.6,Hatchback,NA,35000 km,56.000.000,https://carro.mercadolibre.com.co/MCO-937678098-mazda-6-2014-25-grand-touring-_JM#position=13&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
733,Audi,A3,2015,Gasolina,2,Mecánica,1.8,Coupé,NA,66000 km,78.000.000,https://carro.mercadolibre.com.co/MCO-933276134-toyota-hilux-2020-28l-_JM#position=14&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
734,Volkswagen,Gol,2015,Gasolina,5,Mecánica,1.6,Hatchback,NA,70900 km,35.500.000,https://carro.mercadolibre.com.co/MCO-932107210-chevrolet-onix-_JM#position=15&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Dosquebradas
735,Chevrolet,Tracker,2015,Gasolina,5,Mecánica,1.8,Camioneta,NA,91000 km,48.500.000,https://carro.mercadolibre.com.co/MCO-931416374-nissan-versa-2019-16-advance-_JM#position=16&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Dosquebradas
736,Renault,Clio,2017,Blanco,Gasolina,5,Mecánica,1.2,Hatchback,79000 km,32.500.000,https://carro.mercadolibre.com.co/MCO-930104738-nissan-frontier-25l-asl-gasolina-_JM#position=17&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,La Villa - Pereira
737,Chevrolet,Captiva,2011,Gasolina,5,Mecánica,2.4,Camioneta,NA,86000 km,41.500.000,https://carro.mercadolibre.com.co/MCO-927450766-ford-fiesta-2014-16-sportback-titanium-_JM#position=18&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Santa Rosa De Cabal
738,Mazda,6,2010,Gasolina,4,Mecánica,2.5,Sedán,NA,100000 km,39.000.000,https://carro.mercadolibre.com.co/MCO-927423887-chevrolet-aveo-2010-15-family-_JM#position=19&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Santa Rosa De Cabal
739,Renault,Duster,2016,Gasolina,5,Mecánica,2.0,Camioneta,NA,85000 km,53.000.000,https://carro.mercadolibre.com.co/MCO-926126355-toyota-fortuner-2011-27l-4x2-_JM#position=20&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
740,Kia,Picanto,2013,Gasolina,5,Mecánica,1.2,Hatchback,NA,105000 km,32.000.000,https://carro.mercadolibre.com.co/MCO-923702874-ford-ecosport-se-at-20l-4ve-ra15-_JM#position=21&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
741,Renault,Duster,2015,Gasolina,5,Mecánica,2.0,Camioneta,NA,73900 km,57.900.000,https://carro.mercadolibre.com.co/MCO-930978143-kia-rio-2018-14-_JM#position=22&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Santa Rosa De Cabal
742,Mazda,2,2019,Blanco,Gasolina,5,Automática,1.5,Hatchback,58000 km,68.500.000,https://carro.mercadolibre.com.co/MCO-925878279-volkswagen-jetta-2009-20-europa-_JM#position=23&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
743,Toyota,Corolla,2010,Gasolina,4,Mecánica,1.6,Sedán,NA,85000 km,37.500.000,https://carro.mercadolibre.com.co/MCO-922567800-toyota-corolla-2012-18-xei-automatica-_JM#position=24&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
744,Toyota,Hilux,2018,Diésel,2,Automática,2.4,Pick-Up,NA,4000 km,150.000.000,https://carro.mercadolibre.com.co/MCO-936518874-suzuki-swift-2015-live-12l-_JM#position=25&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
745,Hyundai,Tucson,2007,Gasolina,5,Mecánica,2.7,Camioneta,NA,185000 km,32.500.000,https://carro.mercadolibre.com.co/MCO-924245820-jeep-cherokee-cherokee-limited-_JM#position=26&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
746,Renault,Stepway,2014,Gris,Gasolina,5,Mecánica,1.6,Hatchback,200000 km,39.000.000,https://carro.mercadolibre.com.co/MCO-932020994-hyundai-tucson-ix-35-i35-_JM#position=27&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
747,Nissan,Frontier,2007,Rojo,Gasolina,4,Mecánica,Camioneta,NA,121200 km,40.000.000,https://carro.mercadolibre.com.co/MCO-937002040-chevrolet-silverado-1994-57-c1500-fleetside-_JM#position=28&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Gamma - Pereira
748,Volkswagen,Crossfox,2015,Gasolina,5,Mecánica,1.6,Camioneta,NA,103000 km,42.000.000,https://carro.mercadolibre.com.co/MCO-937816206-hyndai-_JM#position=29&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Tribunas - Pereira
749,Chevrolet,Optra,2011,Gasolina,4,Mecánica,1.6,Sedán,NA,122700 km,25.500.000,https://carro.mercadolibre.com.co/MCO-939462231-mazda-3-2019-20-grand-touring-_JM#position=30&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Dosquebradas
750,Chevrolet,Tracker,2013,Gasolina,5,Mecánica,1.8,Camioneta,NA,110000 km,48.000.000,https://carro.mercadolibre.com.co/MCO-939343159-mazda-2-2017-15-grand-touring-_JM#position=31&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
751,Nissan,Kicks,2018,Gasolina,5,Automática,1.6,Camioneta,NA,71400 km,76.000.000,https://carro.mercadolibre.com.co/MCO-938320768-chevrolet-optra-2009-16-advance-_JM#position=32&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
752,Renault,Duster,2017,Gasolina,5,Mecánica,1.6,Camioneta,NA,83000 km,53.500.000,https://carro.mercadolibre.com.co/MCO-937487950-mazda-3-2011-20-lxha0-all-new-sport-_JM#position=33&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
753,Renault,Logan,2012,Gasolina,4,Mecánica,1.6,Sedán,NA,144000 km,25.000.000,https://carro.mercadolibre.com.co/MCO-936203919-toyota-fortuner-2018-27l-_JM#position=34&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
754,Chevrolet,Onix,2019,Plateado,Gasolina,5,Mecánica,1.4,Hatchback,45000 km,53.000.000,https://carro.mercadolibre.com.co/MCO-936196105-chevrolet-captiva-captiva-turbo-15-lt-_JM#position=35&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
755,BMW,X3,2014,Gasolina,5,Automática,2.0,Camioneta,NA,120000 km,81.000.000,https://carro.mercadolibre.com.co/MCO-931480058-mazda-mazda-3-all-new-all-new-_JM#position=36&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
756,BMW,X3,2014,Gasolina,5,Automática,2.0,Camioneta,NA,120000 km,81.000.000,https://carro.mercadolibre.com.co/MCO-928881453-chevrolet-rodeo-2000-32-v6-dohc-_JM#position=37&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
757,Toyota,Hilux,2007,Diésel,2,Mecánica,3.0,Pick-Up,NA,216000 km,90.000.000,https://carro.mercadolibre.com.co/MCO-925012497-toyota-land-cruiser-2014-40-grj76-_JM#position=38&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
758,Nissan,March,2020,Gasolina,5,Automática,1.6,Hatchback,NA,28000 km,45.000.000,https://carro.mercadolibre.com.co/MCO-924528443-mercedes-benz-clase-a-2018-16-a-200-_JM#position=39&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
759,Mercedes-Benz,A 200,2015,Blanco,Gasolina,5,Automática,Transversal,Hatchback,89000 km,72.000.000,https://carro.mercadolibre.com.co/MCO-922567629-hyundai-getz-2007-14-gl-_JM#position=40&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
760,Chevrolet,Captiva,2017,Gasolina,5,Automática,2.4,Camioneta,NA,66800 km,67.000.000,https://carro.mercadolibre.com.co/MCO-922384430-kia-rio-2013-14-5-p-_JM#position=41&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
761,Ford,Escape,2019,Azul,Gasolina,5,Automática,2.0,Camioneta,16300 km,115.000.000,https://carro.mercadolibre.com.co/MCO-922366215-nissan-patrol-1973-40-lg60-_JM#position=42&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
762,Renault,Captur,2020,Gasolina,5,Automática,2.0,Camioneta,NA,22000 km,80.000.000,https://carro.mercadolibre.com.co/MCO-936209708-volkswagen-tiguan-2012-20-trend-fun-179-hp-_JM#position=43&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
763,Kia,Rio,2019,Gasolina,4,Automática,1.4,Sedán,NA,35000 km,67.000.000,https://carro.mercadolibre.com.co/MCO-922565943-suzuki-lj-1980-08-80-_JM#position=44&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Santuario
764,Volkswagen,Gol,2019,Gasolina,5,Automática,1.6,Hatchback,NA,56000 km,48.000.000,https://carro.mercadolibre.com.co/MCO-923103804-vendo-chevrolet-tracker-2015-vehiculo-menor-valor-_JM#position=45&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Cerritos - Pereira
765,Toyota,Land Cruiser,2011,Gasolina,5,Mecánica,4.0,Camioneta,NA,160000 km,138.000.000,https://carro.mercadolibre.com.co/MCO-938939116-nissan-frontier-estacas-_JM#position=46&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
766,Renault,Logan,2011,Gris,Gasolina,4,Mecánica,1.4,Sedán,145000 km,24.000.000,https://carro.mercadolibre.com.co/MCO-937727166-porsche-cayenne-2014-48-gts-_JM#position=47&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
767,Chevrolet,Aveo,2010,Gasolina,4,Mecánica,1.6,Sedán,NA,135000 km,23.500.000,https://carro.mercadolibre.com.co/MCO-937601002-volkswagen-gol-2013-16-comfortline-101-hp-_JM#position=48&search_layout=grid&type=item&tracking_id=0b2b9336-4c49-4a8b-af42-b1ddc6765191,Pereira
768,Chevrolet,Tracker,2015,Gasolina,5,Mecánica,1.8,Camioneta,NA,51000 km,55.000.000,https://carro.mercadolibre.com.co/MCO-937217328-nissan-march-2015-16-advance-_JM#position=1&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
769,Renault,Clio,2007,Gasolina,5,Mecánica,1.4,Hatchback,NA,208000 km,18.600.000,https://carro.mercadolibre.com.co/MCO-937400831-mazda-3-grand-touring-2019-_JM#position=2&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Condina - Pereira
770,Chevrolet,Traverse,2016,Gasolina,5,Mecánica,3.6,Camioneta,NA,61000 km,86.000.000,https://carro.mercadolibre.com.co/MCO-937227880-kia-picanto-morning-_JM#position=3&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Dosquebradas
771,Toyota,Prado,2014,Diésel,5,Mecánica,3.0,Camioneta,NA,152000 km,167.000.000,https://carro.mercadolibre.com.co/MCO-936953944-chevrolet-beat-2020-12-ls-80-hp-_JM#position=4&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Dosquebradas
772,Toyota,Fortuner,2015,Gasolina,5,Mecánica,2.7,Camioneta,NA,85000 km,120.000.000,https://carro.mercadolibre.com.co/MCO-934531687-ford-fiesta-2011-16-sportback-automatica-_JM#position=5&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
773,Mazda,2,2012,Gasolina,5,Mecánica,1.5,Hatchback,NA,170000 km,40.000.000,https://carro.mercadolibre.com.co/MCO-932841111-mercedes-benz-modelo-2012-_JM#position=6&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Dosquebradas
774,Audi,A3,2011,Gasolina,2,Mecánica,1.6,Coupé,NA,107000 km,42.000.000,https://carro.mercadolibre.com.co/MCO-932657048-renault-sandero-life-plus-_JM#position=7&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Dosquebradas
775,Audi,A1,2014,Plateado,Gasolina,5,Automática,1.4,Hatchback,95000 km,57.500.000,https://carro.mercadolibre.com.co/MCO-931439232-chevrolet-super-carry-1997-10-pasajeros-_JM#position=8&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
776,Nissan,Qashqai,2019,Plateado,Gasolina,5,Mecánica,2.0,Camioneta,25000 km,92.000.000,https://carro.mercadolibre.com.co/MCO-930960069-chevrolet-spark-gt-ltz-_JM#position=9&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Dosquebradas
777,Toyota,Burbuja,1998,Dorado,Gasolina y gas,8,Mecánica,4.5,Camioneta,353261 km,80.000.000,https://carro.mercadolibre.com.co/MCO-930492121-volkswagen-t-cross-_JM#position=10&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Cerritos - Pereira
778,Mazda,3,2017,Gris,Gasolina,4,Mecánica,2.0,Sedán,89000 km,63.000.000,https://carro.mercadolibre.com.co/MCO-929293007-nissan-march-2017-16-advance-_JM#position=11&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
779,Chevrolet,Tracker,2018,Gris,Gasolina,5,Mecánica,1.8,Camioneta,60000 km,70.000.000,https://carro.mercadolibre.com.co/MCO-928829339-chevrolet-sonic-2018-16-lt-5-p-_JM#position=12&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
780,Renault,Logan,2017,Gris,Gasolina,4,Automática,1.6,Sedán,53000 km,38.000.000,https://carro.mercadolibre.com.co/MCO-927396066-renault-kwid-2020-10-12v-_JM#position=13&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
781,Kia,Picanto,2018,Gasolina,5,Mecánica,1.2,Hatchback,NA,45000 km,42.000.000,https://carro.mercadolibre.com.co/MCO-926864969-chevrolet-d-max--_JM#position=14&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
782,Daihatsu,Terios,2009,Gasolina,5,Mecánica,1.5,Camioneta,NA,153600 km,42.500.000,https://carro.mercadolibre.com.co/MCO-926538925-ford-festiva-1995-_JM#position=15&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Cuba - Pereira
783,Chevrolet,Tracker,2016,Gasolina,5,Mecánica,1.8,Camioneta,NA,59500 km,55.000.000,https://carro.mercadolibre.com.co/MCO-924521004-chevrolet-tracker-2016-18-lt-4x2-_JM#position=16&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
784,Mitsubishi,Montero,2005,Gasolina,5,Mecánica,3.0,Camioneta,NA,192000 km,55.000.000,https://carro.mercadolibre.com.co/MCO-922618188-renault-duster-oroch-full-_JM#position=17&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,La Virginia
785,Peugeot,207,2012,Gasolina,5,Mecánica,1.6,Hatchback,NA,124000 km,32.000.000,https://carro.mercadolibre.com.co/MCO-935329582-chevrolet-n200-2012-12-pasajeros-_JM#position=18&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
786,Mitsubishi,Eclipse,2020,Blanco,Gasolina,5,Automática,2000 cc,SUV,29500 km,123.000.000,https://carro.mercadolibre.com.co/MCO-932095094-mercedes-benz-clase-gla-2015-16-_JM#position=19&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
787,Suzuki,Swift,2020,Blanco,Gasolina,5,Automática,1.2,Sedán,13000 km,56.000.000,https://carro.mercadolibre.com.co/MCO-936753960-mazda-3-2016-20-prime-_JM#position=20&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
788,Nissan,March,2017,Gasolina,5,Automática,1.6,Hatchback,NA,120000 km,37.000.000,https://carro.mercadolibre.com.co/MCO-925642772-nissan-march-2018-16-sense-_JM#position=21&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Dosquebradas
789,Nissan,Pathfinder,1997,Azul,Gasolina,4,Mecánica,2.4,Camioneta,418000 km,32.500.000,https://carro.mercadolibre.com.co/MCO-939407718-subaru-impreza-2011-15r-awd-gh-_JM#position=22&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
790,Renault,Stepway,2020,Gasolina,5,Mecánica,1.6,Hatchback,NA,4000 km,56.000.000,https://carro.mercadolibre.com.co/MCO-936148382-toyota-land-cruiser-fj-62-4x4-gasolina-_JM#position=23&search_layout=grid&type=item&tracking_id=9af93428-01be-44fd-bdab-d01e118ded9f,Pereira
